id_rumah_sakit,nama_rumah_sakit,provinsi,kota_kabupaten,kelas_rumah_sakit,kepemilikan,jumlah_tempat_tidur,jumlah_jenis_layanan,jumlah_tenaga_kerja,tingkat_keterisian_tempat_tidur_persen,rata_rata_lama_rawat_hari,kunjungan_pasien_per_bulan,status_implementasi_rme,status_terhubung_satusehat,skor_kematangan_digital,kunjungan_telemedicine_per_bulan,jumlah_perangkat_iot,jumlah_staf_it,anggaran_it_tahunan_juta_rupiah,rata_rata_waktu_respons_rujukan_menit,kunjungan_telemedicine_per_bulan_missing,jumlah_staf_it_missing,anggaran_it_tahunan_juta_rupiah_missing,rme_bin,satusehat_bin,anggaran_it_per_bed,staf_it_per_100_bed,iot_per_100_bed,telemedicine_rate_per_1000,pasien_per_tenaga_kerja,layanan_per_100_bed,maturity_per_10,log_tempat_tidur,log_jenis_layanan,log_tenaga_kerja,log_kunjungan_pasien,bor_pressure,rata_rata_waktu_respons_rujukan_menit_scoring,rata_rata_lama_rawat_hari_scoring,bor_pressure_scoring,pasien_per_tenaga_kerja_scoring,expected_digital_maturity_oof,digital_conversion_gap,digital_conversion_gap_peer_z,anggaran_it_per_bed_pct,staf_it_per_100_bed_pct,iot_per_100_bed_pct,investment_intensity_score,conversion_underperformance_flag,conversion_watch_flag,investment_conversion_segment,investment_underperformance_score,maturity_tertile,maturity_peer_pct,digital_deficit_score,referral_burden,bor_burden,los_burden,workload_burden,operational_burden_score,double_inefficiency,cause_score_it_capability,cause_score_infrastructure,cause_score_adoption,cause_score_investment_conversion,cause_score_capacity,cause_score_integration,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,intervention_priority_score,priority_rank,intervention_tier,peer_median_skor_kematangan_digital,gap_vs_peer_skor_kematangan_digital,peer_median_rata_rata_waktu_respons_rujukan_menit,gap_vs_peer_rata_rata_waktu_respons_rujukan_menit,peer_median_anggaran_it_per_bed,gap_vs_peer_anggaran_it_per_bed,peer_median_staf_it_per_100_bed,gap_vs_peer_staf_it_per_100_bed,peer_median_iot_per_100_bed,gap_vs_peer_iot_per_100_bed,peer_median_telemedicine_rate_per_1000,gap_vs_peer_telemedicine_rate_per_1000,peer_median_pasien_per_tenaga_kerja,gap_vs_peer_pasien_per_tenaga_kerja,recommended_intervention
RS0128,RSUD Karya Insani 2,Kalimantan Barat,Kota Muarabaru,D,Pemerintah Daerah,56,5,162,99.0,2.8,620,Ya,Ya,57.1,202.0,60,3.0,130.0,70.8,0,0,0,1,1,2.3214285714285716,5.357142857142857,107.14285714285714,325.80645161290323,3.8271604938271606,8.928571428571429,5.71,4.04305126783455,1.791759469228055,5.093750200806762,6.431331081933479,14.0,70.8,2.8,14.0,3.8271604938271606,59.981899090672556,-2.8818990906725546,-0.12196715984607742,0.9202898550724637,0.7228260869565217,0.9855072463768116,0.8762077294685989,False,True,Pemantauan Konversi Investasi,0.5675675675675675,Menengah,0.6216216216216216,0.3783783783783784,0.8918918918918919,0.9324324324324325,0.21621621621621623,0.33783783783783783,0.5945945945945945,False,0.5810810810810811,0.05405405405405406,0.14864864864864868,0.5675675675675675,0.6351351351351351,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6351351351351351,0.054054054054053946,0.5135135135135136,119,Tier 3 — Monitoring,49.9,7.200000000000003,44.150000000000006,26.64999999999999,1.7242424242424241,0.5971861471861475,6.454960564549605,-1.0978177074067483,45.53521126760563,61.60764587525151,162.544061302682,163.26239031022124,4.589485348436346,-0.7623248546091856,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0129,RS Citra Medika 3,Kalimantan Barat,Kota Girisari,B,Swasta,167,19,650,58.8,5.1,1738,Ya,Ya,53.9,150.0,17,4.0,116.5,55.8,0,0,0,1,1,0.6976047904191617,2.3952095808383236,10.179640718562874,86.30609896432681,2.6738461538461538,11.377245508982035,5.39,5.123963979403259,2.995732273553991,6.478509642208569,7.461065514354283,1.2000000000000028,55.8,5.1,1.2000000000000028,2.6738461538461538,56.18750162609717,-2.287501626097175,-0.21027607748070787,0.3188405797101449,0.38405797101449274,0.17028985507246377,0.29106280193236717,False,False,Keterbatasan Sumber Daya,0.6301369863013699,Menengah,0.3150684931506849,0.6849315068493151,0.6301369863013698,0.6438356164383562,0.7397260273972602,0.136986301369863,0.5376712328767124,False,0.3972602739726028,0.7945205479452055,0.2465753424657534,0.6301369863013699,0.3904109589041096,0.0,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.7945205479452055,0.1643835616438356,0.6077054794520549,76,Tier 3 — Monitoring,68.4,-14.500000000000007,49.75,6.049999999999997,0.6383647798742138,0.059240010544947874,2.1505376344086025,0.24467194642972112,17.61006289308176,-7.4304221745188865,59.104737070838766,27.20136189348804,4.327956989247312,-1.6541108354011582,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
RS0130,RS Sejahtera 4,Kalimantan Barat,Kab. Bukitraya,B,Swasta,122,23,834,50.1,2.9,1762,Ya,Ya,63.3,124.0,35,7.0,86.3,70.8,0,0,0,1,1,0.7073770491803278,5.737704918032787,28.688524590163933,70.37457434733257,2.1127098321342928,18.852459016393443,6.33,4.812184355372417,3.1780538303479458,6.727431724850855,7.47477218239787,9.899999999999999,70.8,2.9,9.899999999999999,2.1127098321342928,63.978468630340686,-0.6784686303406886,-0.072391982405091,0.34782608695652173,0.7663043478260869,0.5688405797101449,0.5609903381642511,False,True,Pemantauan Konversi Investasi,0.5616438356164384,Menengah,0.4657534246575342,0.5342465753424658,0.863013698630137,0.9178082191780822,0.1643835616438356,0.0684931506849315,0.5034246575342466,False,0.0273972602739726,0.12328767123287676,0.3287671232876712,0.5616438356164384,0.4931506849315068,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5616438356164384,0.06849315068493156,0.5258561643835616,113,Tier 3 — Monitoring,68.4,-5.1000000000000085,49.75,21.049999999999997,0.6383647798742138,0.06901226930611404,2.1505376344086025,3.587167283624184,17.61006289308176,11.078461697082172,59.104737070838766,11.269837276493803,4.327956989247312,-2.2152471571130192,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0131,RS Permata Bunda 5,Kalimantan Barat,Kota Sumberjaya,C,Swasta,94,15,214,67.3,5.1,1127,Tidak,Tidak,68.0,158.0,31,6.0,139.6,38.4,0,0,0,0,0,1.4851063829787234,6.382978723404255,32.97872340425532,140.1952085181899,5.266355140186916,15.957446808510639,6.8,4.553876891600541,2.772588722239781,5.3706380281276624,7.028201432058005,0.0,38.4,5.1,0.0,5.266355140186916,58.323621503396254,9.676378496603746,0.804042251597268,0.7608695652173914,0.8079710144927537,0.6376811594202898,0.7355072463768115,False,False,Investor Digital Efektif,0.0,Tinggi,0.7610619469026548,0.23893805309734517,0.35398230088495575,0.336283185840708,0.7610619469026548,0.7433628318584071,0.5486725663716814,False,0.1327433628318584,0.4247787610619469,0.21238938053097345,0.0,0.5398230088495576,1.0,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.4601769911504424,0.3305309734513274,193,Tier 3 — Monitoring,56.6,11.399999999999999,45.4,-7.0,1.130392156862745,0.35471422611597836,3.669724770642202,2.713253952762053,30.23255813953488,2.746165264720439,103.77890580936267,36.41630270882723,4.055555555555555,1.2107995846313608,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
RS0132,RSUD Permata Bunda 6,Kalimantan Barat,Kota Cempaka,C,Pemerintah Daerah,87,11,428,49.8,6.4,1131,Ya,Ya,37.2,73.0,34,0.0,57.7,43.9,0,0,0,1,1,0.6632183908045978,0.0,39.08045977011494,64.54465075154731,2.642523364485981,12.643678160919542,3.72,4.477336814478207,2.4849066497880004,6.061456918928017,7.0317412587631285,10.200000000000003,43.9,6.4,10.200000000000003,2.642523364485981,45.77499541151141,-8.57499541151141,-0.7529612093729142,0.2898550724637681,0.025362318840579712,0.7101449275362319,0.3417874396135266,False,False,Keterbatasan Sumber Daya,0.7345132743362832,Rendah,0.1415929203539823,0.8584070796460177,0.4557522123893805,0.911504424778761,0.9557522123893806,0.1415929203539823,0.6161504424778761,False,0.9734513274336283,0.3097345132743363,0.7256637168141593,0.7345132743362832,0.5265486725663717,0.0,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT; Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.9734513274336283,0.23893805309734506,0.724612831858407,34,Tier 3 — Monitoring,56.6,-19.4,45.4,-1.5,1.130392156862745,-0.4671737660581473,3.669724770642202,-3.669724770642202,30.23255813953488,8.847901630580061,103.77890580936267,-39.23425505781536,4.055555555555555,-1.4130321910695742,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
RS0133,RS Permata Bunda 1,Kalimantan Tengah,Kota Sukamaju,D,BUMN,47,6,139,45.3,4.3,506,Ya,Ya,68.2,120.0,47,6.0,133.0,53.9,0,0,0,1,1,2.8297872340425534,12.76595744680851,100.0,237.15415019762844,3.6402877697841727,12.76595744680851,6.82,3.8712010109078907,1.9459101490553132,4.941642422609304,6.2285110035911835,14.700000000000003,53.9,4.3,14.700000000000003,3.6402877697841727,65.45475187323859,2.7452481267614104,0.2981478446602008,0.9637681159420289,0.9855072463768116,0.9782608695652174,0.9758454106280193,False,False,Investor Digital Efektif,0.0,Tinggi,0.8108108108108109,0.18918918918918914,0.7297297297297297,0.9459459459459459,0.5945945945945946,0.2702702702702703,0.6351351351351351,False,0.04054054054054057,0.06756756756756754,0.2567567567567568,0.0,0.6081081081081081,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6081081081081081,0.3513513513513513,0.352027027027027,184,Tier 3 — Monitoring,49.9,18.300000000000004,44.150000000000006,9.749999999999993,1.7242424242424241,1.1055448098001293,6.454960564549605,6.310996882258905,45.53521126760563,54.46478873239437,162.544061302682,74.61008889494644,4.589485348436346,-0.9491975786521736,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0134,RS Harapan Bangsa 2,Kalimantan Tengah,Kab. Tanjungsari,B,Swasta,181,19,625,65.7,3.6,2301,Ya,Ya,59.5,136.0,42,6.0,121.0,34.9,0,0,0,1,1,0.6685082872928176,3.314917127071823,23.204419889502763,59.104737070838766,3.6816,10.497237569060774,5.95,5.204006687076795,2.995732273553991,6.439350371100098,7.741533589281828,0.0,34.9,3.6,0.0,3.6816,62.254231054511926,-2.7542310545119264,-0.25027187933924694,0.2971014492753623,0.5072463768115942,0.4528985507246377,0.41908212560386476,False,False,Keterbatasan Sumber Daya,0.6438356164383562,Menengah,0.4246575342465753,0.5753424657534247,0.3013698630136986,0.3013698630136986,0.3493150684931507,0.3424657534246575,0.3236301369863014,False,0.23287671232876717,0.31506849315068497,0.4931506849315068,0.6438356164383562,0.32191780821917804,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6438356164383562,0.15068493150684936,0.47577054794520546,137,Tier 3 — Monitoring,68.4,-8.900000000000006,49.75,-14.850000000000001,0.6383647798742138,0.030143507418603832,2.1505376344086025,1.1643794926632207,17.61006289308176,5.594356996421002,59.104737070838766,0.0,4.327956989247312,-0.646356989247312,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0135,RS Medika Utama 3,Kalimantan Tengah,Kab. Muarabaru,C,Pemerintah Pusat,100,15,405,83.4,5.1,1138,Ya,Ya,65.1,142.0,31,3.0,124.3,53.7,0,0,0,1,1,1.2429999999999999,3.0,31.0,124.78031634446397,2.8098765432098767,15.0,6.51,4.61512051684126,2.772588722239781,6.0063531596017325,7.037905963447182,0.0,53.7,5.1,0.0,2.8098765432098767,62.02103987429552,3.0789601257044765,0.2412241706860514,0.6413043478260869,0.45652173913043476,0.6123188405797102,0.5700483091787439,False,False,Investor Digital Efektif,0.0,Menengah,0.672566371681416,0.327433628318584,0.6902654867256637,0.336283185840708,0.7610619469026548,0.18584070796460178,0.4933628318584071,False,0.6194690265486726,0.4690265486725663,0.31858407079646023,0.0,0.2610619469026549,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6194690265486726,0.15044247787610632,0.3366150442477876,191,Tier 3 — Monitoring,56.6,8.499999999999993,45.4,8.300000000000004,1.130392156862745,0.1126078431372548,3.669724770642202,-0.669724770642202,30.23255813953488,0.7674418604651194,103.77890580936267,21.0014105351013,4.055555555555555,-1.2456790123456787,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0136,RS Sejahtera 4,Kalimantan Tengah,Kab. Sukajadi,B,Pemerintah Pusat,268,20,502,68.1,3.5,3005,Ya,Ya,92.7,171.0,36,6.0,131.25,47.6,0,0,1,1,1,0.48973880597014924,2.2388059701492535,13.432835820895523,56.90515806988353,5.98605577689243,7.462686567164178,9.27,5.594711379601839,3.044522437723423,6.220590170099739,8.00836557031292,0.0,47.6,3.5,0.0,5.98605577689243,62.10623233567686,30.593767664323146,2.607443679046541,0.18840579710144928,0.34782608695652173,0.2427536231884058,0.25966183574879226,False,False,Pemimpin Efisien Sumber Daya,0.0,Tinggi,0.9452054794520548,0.0547945205479452,0.4383561643835616,0.3013698630136986,0.2945205479452055,0.7397260273972602,0.44349315068493145,False,0.4657534246575342,0.589041095890411,0.5205479452054795,0.0,0.5205479452054794,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.589041095890411,0.06849315068493145,0.21874999999999997,258,Tier 3 — Monitoring,68.4,24.299999999999997,49.75,-2.1499999999999986,0.6383647798742138,-0.14862597390406457,2.1505376344086025,0.08826833574065107,17.61006289308176,-4.177227072186238,59.104737070838766,-2.1995790009552394,4.327956989247312,1.6580987876451179,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0137,RSUD Harapan Bangsa 5,Kalimantan Tengah,Kab. Sidomulyo,C,Pemerintah Daerah,140,12,277,66.5,4.9,1741,Ya,Ya,80.1,255.0,78,4.0,176.5,38.5,0,0,0,1,1,1.2607142857142857,2.857142857142857,55.714285714285715,146.46754738655946,6.285198555956678,8.571428571428571,8.01,4.948759890378168,2.5649493574615367,5.627621113690637,7.462789157412448,0.0,38.5,4.9,0.0,6.285198555956678,60.52826340685169,19.5717365931483,1.648203731243942,0.6557971014492754,0.43478260869565216,0.8659420289855072,0.6521739130434782,False,False,Investor Digital Efektif,0.0,Tinggi,0.9469026548672567,0.053097345132743334,0.36283185840707965,0.336283185840708,0.672566371681416,0.831858407079646,0.5508849557522124,False,0.6548672566371682,0.09734513274336287,0.20353982300884954,0.0,0.584070796460177,0.0,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6548672566371682,0.07079646017699115,0.2664823008849558,233,Tier 3 — Monitoring,56.6,23.499999999999993,45.4,-6.899999999999999,1.130392156862745,0.1303221288515406,3.669724770642202,-0.8125819134993448,30.23255813953488,25.481727574750835,103.77890580936267,42.68864157719679,4.055555555555555,2.229643000401123,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0138,RS Harapan Bangsa 6,Kalimantan Tengah,Kab. Tanjungsari,C,BUMN,141,17,262,67.1,4.4,1683,Ya,Ya,56.6,138.0,47,3.0,161.2,15.8,0,0,0,1,1,1.1432624113475176,2.127659574468085,33.33333333333333,81.99643493761141,6.423664122137405,12.056737588652481,5.66,4.955827057601261,2.8903717578961645,5.572154032177765,7.428927194802272,0.0,15.8,4.4,0.0,6.423664122137405,66.22203369763704,-9.622033697637043,-0.8422828266644783,0.5833333333333334,0.3134057971014493,0.6467391304347826,0.5144927536231885,False,True,Pemantauan Konversi Investasi,0.8053097345132744,Menengah,0.5088495575221239,0.4911504424778761,0.09734513274336283,0.336283185840708,0.49557522123893805,0.8495575221238938,0.44469026548672563,False,0.7964601769911505,0.40265486725663713,0.6283185840707964,0.8053097345132744,0.5929203539823009,0.0,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT,0.8053097345132744,0.008849557522123908,0.533075221238938,108,Tier 3 — Monitoring,56.6,0.0,45.4,-29.599999999999998,1.130392156862745,0.012870254484772525,3.669724770642202,-1.542065196174117,30.23255813953488,3.100775193798448,103.77890580936267,-21.782470871751258,4.055555555555555,2.3681085665818493,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
RS0139,RS Citra Medika 7,Kalimantan Tengah,Kab. Karangasem,C,Swasta,87,17,369,60.5,3.1,1008,Ya,Ya,58.8,99.0,27,0.0,120.05,62.3,0,0,1,1,1,1.3798850574712644,0.0,31.03448275862069,98.21428571428571,2.731707317073171,19.54022988505747,5.88,4.477336814478207,2.8903717578961645,5.91350300563827,6.9167150203536085,0.0,62.3,3.1,0.0,2.731707317073171,50.92009450501339,7.879905494986609,0.6507872311730968,0.7355072463768116,0.025362318840579712,0.6159420289855072,0.45893719806763283,False,False,Pemimpin Efisien Sumber Daya,0.0,Menengah,0.5398230088495575,0.4601769911504425,0.7964601769911505,0.336283185840708,0.1902654867256637,0.168141592920354,0.372787610619469,False,0.9734513274336283,0.4601769911504425,0.5132743362831859,0.0,0.252212389380531,0.0,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.4601769911504424,0.328816371681416,194,Tier 3 — Monitoring,56.6,2.1999999999999957,45.4,16.9,1.130392156862745,0.24949290060851936,3.669724770642202,-3.669724770642202,30.23255813953488,0.8019246190858098,103.77890580936267,-5.564620095076961,4.055555555555555,-1.3238482384823844,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
RS0140,RS Sentosa Medika 8,Kalimantan Tengah,Kota Tanjungsari,D,TNI/POLRI,64,8,183,55.9,5.3,522,Ya,Ya,46.0,53.0,30,6.0,104.8,69.3,0,0,0,1,1,1.6375,9.375,46.875,101.53256704980842,2.8524590163934427,12.5,4.6,4.174387269895637,2.1972245773362196,5.214935757608986,6.259581464064923,4.100000000000001,69.3,5.3,4.100000000000001,2.8524590163934427,62.44147333268439,-16.44147333268439,-1.1343061610609262,0.8079710144927537,0.9293478260869565,0.7717391304347826,0.8363526570048309,True,False,Outlier Konversi Investasi — definisi ketat,0.7972972972972973,Rendah,0.40540540540540543,0.5945945945945945,0.8648648648648649,0.7432432432432432,0.831081081081081,0.17567567567567569,0.6537162162162162,False,0.22972972972972971,0.472972972972973,0.7027027027027026,0.7972972972972973,0.45945945945945943,0.0,Gap Konversi Investasi — indikator relatif,Kesenjangan Adopsi,Gap Konversi Investasi — indikator relatif; Kesenjangan Adopsi,0.7972972972972973,0.09459459459459463,0.6617398648648649,56,Tier 3 — Monitoring,49.9,-3.8999999999999986,44.150000000000006,25.14999999999999,1.7242424242424241,-0.08674242424242418,6.454960564549605,2.920039435450395,45.53521126760563,1.3397887323943678,162.544061302682,-61.011494252873575,4.589485348436346,-1.7370263320429036,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
RS0141,RS Bhakti Husada 1,Kalimantan Selatan,Kab. Cempaka,C,Swasta,120,17,401,80.8,3.3,909,Ya,Ya,52.2,151.0,31,8.0,88.4,33.8,0,0,0,1,1,0.7366666666666667,6.666666666666667,25.833333333333336,166.11661166116613,2.266832917705736,14.166666666666666,5.220000000000001,4.795790545596741,2.8903717578961645,5.996452088619021,6.813444599510896,0.0,33.8,3.3,0.0,2.266832917705736,57.0204719096979,-4.8204719096979005,-0.4326671802194001,0.37681159420289856,0.8260869565217391,0.519927536231884,0.5742753623188406,False,True,Pemantauan Konversi Investasi,0.6371681415929203,Menengah,0.39823008849557523,0.6017699115044248,0.26548672566371684,0.336283185840708,0.23008849557522124,0.10619469026548672,0.23451327433628322,False,0.08849557522123896,0.5530973451327434,0.1504424778761062,0.6371681415929203,0.22123893805309736,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6371681415929203,0.0840707964601769,0.44358407079646023,148,Tier 3 — Monitoring,56.6,-4.399999999999999,45.4,-11.600000000000001,1.130392156862745,-0.3937254901960784,3.669724770642202,2.996941896024465,30.23255813953488,-4.399224806201545,103.77890580936267,62.33770585180346,4.055555555555555,-1.7887226378498196,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0142,RSUD Sentosa Medika 2,Kalimantan Selatan,Kota Sumberjaya,D,Pemerintah Daerah,39,8,145,91.0,5.8,533,Ya,Ya,60.4,93.0,56,4.0,110.0,41.2,0,0,0,1,1,2.8205128205128207,10.256410256410255,143.5897435897436,174.48405253283303,3.6758620689655173,20.51282051282051,6.04,3.6888794541139363,2.1972245773362196,4.983606621708336,6.280395838960195,6.0,41.2,5.8,6.0,3.6758620689655173,62.142070571515106,-1.7420705715151072,-0.03686914393161555,0.9601449275362319,0.9456521739130435,1.0,0.9685990338164251,False,True,Pemantauan Konversi Investasi,0.527027027027027,Menengah,0.6756756756756757,0.32432432432432434,0.4189189189189189,0.8243243243243243,0.9121621621621622,0.28378378378378377,0.6097972972972973,False,0.17567567567567566,0.0,0.45945945945945943,0.527027027027027,0.5540540540540541,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5540540540540541,0.027027027027027084,0.49332770270270265,128,Tier 3 — Monitoring,49.9,10.5,44.150000000000006,-2.950000000000003,1.7242424242424241,1.0962703962703966,6.454960564549605,3.8014496918606504,45.53521126760563,98.05453232213796,162.544061302682,11.939991230151037,4.589485348436346,-0.913623279470829,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0143,RS Sentosa Medika 3,Kalimantan Selatan,Kota Wonorejo,D,Swasta,77,9,158,67.6,4.6,732,Ya,Ya,46.5,136.0,19,7.0,71.9,16.7,0,0,0,1,1,0.9337662337662338,9.090909090909092,24.675324675324674,185.79234972677597,4.632911392405063,11.688311688311687,4.65,4.356708826689592,2.302585092994046,5.0689042022202315,6.597145701886651,0.0,16.7,4.6,0.0,4.632911392405063,47.04341577948198,-0.5434157794819825,0.05262075990390244,0.4673913043478261,0.9202898550724637,0.5,0.6292270531400966,False,True,Pemantauan Konversi Investasi,0.45945945945945943,Rendah,0.44594594594594594,0.5540540540540541,0.13513513513513514,0.32432432432432434,0.6959459459459459,0.527027027027027,0.4206081081081081,False,0.2567567567567568,0.7162162162162162,0.4054054054054054,0.45945945945945943,0.42567567567567566,0.0,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.7162162162162162,0.2567567567567568,0.4750844594594595,139,Tier 3 — Monitoring,49.9,-3.3999999999999986,44.150000000000006,-27.450000000000006,1.7242424242424241,-0.7904761904761903,6.454960564549605,2.6359485263594866,45.53521126760563,-20.859886592280958,162.544061302682,23.24828842409397,4.589485348436346,0.043426043968716854,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0144,RS Sentosa Medika 4,Kalimantan Selatan,Kota Tanjungsari,D,Swasta,75,5,169,66.7,6.2,1054,Ya,Ya,43.0,95.0,23,2.0,154.9,23.5,0,0,0,1,1,2.0653333333333332,2.666666666666667,30.666666666666664,90.13282732447819,6.236686390532545,6.666666666666667,4.3,4.330733340286331,1.791759469228055,5.135798437050262,6.961296045910167,0.0,23.5,6.2,0.0,6.236686390532545,59.74607695273278,-16.74607695273278,-1.1570474447459855,0.8913043478260869,0.4221014492753623,0.605072463768116,0.6394927536231884,True,False,Outlier Konversi Investasi — definisi ketat,0.8108108108108107,Rendah,0.33783783783783783,0.6621621621621622,0.24324324324324326,0.32432432432432434,0.9594594594594594,0.7837837837837838,0.5777027027027026,False,0.777027027027027,0.6351351351351351,0.7432432432432432,0.8108108108108107,0.5540540540540541,0.0,Gap Konversi Investasi — indikator relatif,Kesenjangan Kapabilitas IT,Gap Konversi Investasi — indikator relatif; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.8108108108108107,0.03378378378378377,0.6538851351351351,61,Tier 3 — Monitoring,49.9,-6.899999999999999,44.150000000000006,-20.650000000000006,1.7242424242424241,0.3410909090909091,6.454960564549605,-3.788293897882938,45.53521126760563,-14.868544600938968,162.544061302682,-72.41123397820381,4.589485348436346,1.6472010420961984,"Audit portofolio proyek, utilisasi sistem, dan realisasi manfaat investasi."
RS0145,RS Sentosa Medika 5,Kalimantan Selatan,Kab. Cempaka,C,Swasta,126,12,378,85.5,5.1,1382,Ya,Ya,77.5,166.0,50,7.0,151.2,32.6,0,0,0,1,1,1.2,5.555555555555555,39.682539682539684,120.11577424023154,3.6560846560846563,9.523809523809524,7.75,4.844187086458591,2.5649493574615367,5.937536205082426,7.232010331664759,0.5,32.6,5.1,0.5,3.6560846560846563,69.59419547252425,7.905804527475752,0.652996647484679,0.605072463768116,0.7463768115942029,0.7210144927536232,0.6908212560386473,False,False,Investor Digital Efektif,0.0,Tinggi,0.911504424778761,0.08849557522123896,0.25663716814159293,0.6814159292035398,0.7610619469026548,0.40707964601769914,0.5265486725663717,False,0.22123893805309736,0.2920353982300885,0.37168141592920356,0.0,0.5442477876106194,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5442477876106194,0.17256637168141586,0.2679203539823009,230,Tier 3 — Monitoring,56.6,20.9,45.4,-12.799999999999997,1.130392156862745,0.06960784313725488,3.669724770642202,1.8858307849133533,30.23255813953488,9.449981543004803,103.77890580936267,16.336868430868876,4.055555555555555,-0.3994708994708991,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0146,RS Graha Sehat 6,Kalimantan Selatan,Kab. Tanjungsari,C,Swasta,142,12,258,89.0,4.7,1312,Ya,Ya,52.9,85.0,36,0.0,84.7,46.7,0,0,0,1,1,0.5964788732394366,0.0,25.352112676056336,64.78658536585365,5.0852713178294575,8.450704225352112,5.29,4.962844630259907,2.5649493574615367,5.556828061699537,7.180069874302796,4.0,46.7,4.7,4.0,5.0852713178294575,46.56042213652645,6.339577863473551,0.5193836740837604,0.2572463768115942,0.025362318840579712,0.5144927536231884,0.26570048309178745,False,False,Pemimpin Efisien Sumber Daya,0.0,Menengah,0.4424778761061947,0.5575221238938053,0.5575221238938053,0.7787610619469026,0.6017699115044248,0.7256637168141593,0.665929203539823,False,0.9734513274336283,0.5663716814159292,0.7168141592920354,0.0,0.752212389380531,0.0,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas; Kesenjangan Adopsi,0.9734513274336283,0.22123893805309724,0.49480088495575225,126,Tier 3 — Monitoring,56.6,-3.700000000000003,45.4,1.3000000000000043,1.130392156862745,-0.5339132836233085,3.669724770642202,-3.669724770642202,30.23255813953488,-4.880445463478544,103.77890580936267,-38.992320443509016,4.055555555555555,1.0297157622739022,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
